,MovieID,Title,Genres,release_year,imdbId,tmdbId,title,overview,original_language,genres,production_companies,keywords,cast,crew,poster_url
455,469,"House of the Spirits, The (1993)",Drama|Romance,1993,107151,2259,The House of the Spirits,"A rancher, his clairvoyant wife and their family face turbulent years in South America.",en,"['Romance', 'Drama']","['Costa do Castelo Filmes', 'House of Spirits Film', 'Constantin Film', 'Spring Creek Pictures']","['farm', 'central and south america', 'farm worker', 'paranormal phenomena', ""coup d'etat"", 'santiago, chile', 'domestic violence', 'estate', 'clairvoyant', 'family estate', 'family chronicle']","['Meryl Streep', 'Glenn Close', 'Jeremy Irons', 'Winona Ryder', 'Antonio Banderas', 'Armin Mueller-Stahl', 'María Conchita Alonso', 'Vincent Gallo', 'Jan Niklas', 'Joaquín Martínez']",['Bille August'],https://image.tmdb.org/t/p/w500/pS5xqILNBxcjRqLZROIkO4wszrU.jpg
456,470,House Party 3 (1994),Comedy,1994,110064,16097,House Party 3,"Hip Hop duo Kid & Play return in the second follow-up to their 1990 screen debut House Party. Kid (Christopher ""Kid"" Reid) is taking the plunge and marrying his girlfriend Veda (Angela Means), while his friend Play (Christopher Martin) is dipping his toes into the music business, managing a roughneck female rap act called Sex as a Weapon. Play books the ladies for a concert with heavy-hitting pr",en,['Comedy'],['New Line Cinema'],[],"['Christopher Reid', 'Christopher Martin', 'Angela Means', 'Khandi Alexander', 'Bernie Mac', 'David Edwards', 'Ketty Lester', 'Freez Luv', 'Anthony Johnson', 'Tionne Watkins']",['Eric Meza'],https://image.tmdb.org/t/p/w500/jLUgvHO3vVLkzKs3OcYksGPbLnA.jpg
457,471,"Hudsucker Proxy, The (1994)",Comedy|Romance,1994,110074,11934,The Hudsucker Proxy,A naive business graduate is installed as president of a manufacturing company as part of a stock scam.,en,"['Comedy', 'Drama', 'Fantasy']","['Warner Bros. Pictures', 'PolyGram Filmed Entertainment', 'Silver Pictures', 'Working Title Films']","[""new year's eve"", 'new york city', 'journalist', 'suicide', 'plan', 'corruption', 'undercover', 'inventor', 'boss', 'investigation', 'industry', 'money', 'screwball comedy', 'board', 'stocks', '1950s', 'hula hoop']","['Tim Robbins', 'Jennifer Jason Leigh', 'Paul Newman', 'Charles Durning', 'Jim True-Frost', 'John Mahoney', 'Bill Cobbs', 'Bruce Campbell', 'Harry Bugin', 'John Seitz']",['Joel Coen'],https://image.tmdb.org/t/p/w500/bp5Kg9iT9oSXsECgDkNJVqvIrxX.jpg
458,472,I'll Do Anything (1994),Comedy|Drama,1994,110097,106143,I'll Do Anything,"Matt Hobbs is a talented but unsuccessful actor. When estranged (and strange) ex-wife Beth dumps their daughter Jeannie on Matt, father and daughter have a lot of adjusting to do. His budding relationship with attractive production assistant Cathy Breslow is made complicated, while the precocious child is overly accustomed to getting her own way. Matt eventually faces the choice of family vs career in a particularly difficult way.",en,"['Comedy', 'Drama', 'Music']","['Gracie Films', 'Columbia Pictures']","['parent child relationship', 'unsuccessful']","['Nick Nolte', 'Whittni Wright', 'Albert Brooks', 'Julie Kavner', 'Joely Richardson', 'Tracey Ullman', 'Jeb Brown', 'Joely Fisher', 'Vicki Lewis', 'Anne Heche']",['James L. Brooks'],https://image.tmdb.org/t/p/w500/q7CFDCUNfuOxZssINLGkPE9m2l1.jpg
459,473,In the Army Now (1994),Comedy|War,1994,110123,12475,In the Army Now,"Bones Conway and Jack Kaufman, two misguided youths, join the reserves to make some easy money for their entrepreneurial dreams. Unfortunately, no sooner than they finish basic training they find themselves at war as part of the water purification team.",en,['Comedy'],['Hollywood Pictures'],"['friendship', 'us army', 'education', 'unemployment']","['Pauly Shore', 'Andy Dick', 'Lori Petty', 'David Alan Grier', 'Esai Morales', 'Lynn Whitfield', 'Art LaFleur', 'Fabiana Udenio', 'Glenn Morshower', 'Beau Billingslea']",['Daniel Petrie Jr.'],https://image.tmdb.org/t/p/w500/cNIIDaJM9nsDP9tTmAN6sjKpeiN.jpg
460,474,In the Line of Fire (1993),Action|Thriller,1993,107206,9386,In the Line of Fire,"Veteran Secret Service agent Frank Horrigan is a man haunted by his failure to save President Kennedy while serving protection detail in Dallas. Thirty years later, a man calling himself ""Booth"" threatens the life of the current President, forcing Horrigan to come back to protection detail to confront the ghosts from his past.",en,"['Action', 'Drama', 'Thriller', 'Crime', 'Mystery']","['Castle Rock Entertainment', 'Apple / Rose', 'Columbia Pictures']","['assassin', 'central intelligence agency (cia)', 'usa president', 'the white house', 'bodyguard', 'stalking', 'election', 'secret service', 'mysterious', 'aggressive', 'u.s. secret service agent', 'suspenseful', 'intense', 'antagonistic', 'bewildered']","['Clint Eastwood', 'John Malkovich', 'Rene Russo', 'Dylan McDermott', 'Gary Cole', 'Fred Thompson', 'John Mahoney', 'Gregory Alan Williams', 'Jim Curley', 'Sally Hughes']",['Wolfgang Petersen'],https://image.tmdb.org/t/p/w500/3NvOFpmyECI3DNExYMtFIRcGMsu.jpg
461,475,In the Name of the Father (1993),Drama,1993,107207,7984,In the Name of the Father,"A small-time Belfast thief, Gerry Conlon, is wrongly convicted of an IRA bombing in London, along with his father and friends, and spends 15 years in prison fighting to prove his innocence.",en,['Drama'],"[""Hell's Kitchen""]","['prison', 'rebellion', 'based on novel or book', 'parent child relationship', 'faith', '1970s', 'biography', 'northern ireland', 'trial', 'thief', 'torture', 'terrorism', 'ira (irish republican army)', 'ireland', 'courtroom', 'prison riot', 'belfast, north ireland', 'terrorist bombing', 'english police', 'father son conflict', 'innocent in jail', 'father son relationship', 'innocent man', 'irish history', 'corrupt police officials', 'irish', 'corrupt legal system', 'corrupt district attorney', 'irish resistance', 'irish writer', 'british injustice', 'british crimes']","['Daniel Day-Lewis', 'Pete Postlethwaite', 'Emma Thompson', 'John Lynch', 'Corin Redgrave', 'Beatie Edney', 'John Benfield', 'Paterson Joseph', 'Marie Jones', 'Gerard McSorley']",['Jim Sheridan'],https://image.tmdb.org/t/p/w500/3NcIkKxaO2SmRVsG1v50XhtmL0f.jpg
462,476,"Inkwell, The (1994)",Comedy|Drama,1994,110137,59930,The Inkwell,The Inkwell is about a 16-year-old boy coming of age on Martha's Vineyard in the summer of 1976.,en,"['Comedy', 'Drama', 'Romance']",['Touchstone Pictures'],[],"['Larenz Tate', 'Joe Morton', 'Suzzanne Douglas', 'Glynn Turman', 'Vanessa Bell Calloway', 'A.J. Johnson', 'Morris Chestnut', 'Jada Pinkett Smith', 'Duane Martin', 'Phyllis Yvonne Stickney']",['Matty Rich'],https://image.tmdb.org/t/p/w500/b5qUq9l6ci9KzzAqYhpdxzjY7qi.jpg
463,477,What's Love Got to Do with It? (1993),Drama,1993,108551,15765,What's Love Got to Do with It,Singer Tina Turner rises to stardom while mustering the courage to break free from her abusive husband Ike.,en,"['Drama', 'Music', 'History']",['Touchstone Pictures'],"['1970s', 'affectation', 'record producer', 'biography', 'recording studio', 'celebrity', 'singer', 'fame', 'domestic violence', 'biting', 'physical abuse', 'price of fame', 'shocking', 'angry', 'aggressive', '1960s', 'abusive husband', 'music industry', 'cautionary', 'introspective', 'inspirational', 'absurd', 'admiring', 'adoring', 'antagonistic', 'callous', 'demeaning', 'derogatory', 'hopeful']","['Angela Bassett', 'Laurence Fishburne', 'Vanessa Bell Calloway', 'Jenifer Lewis', 'Khandi Alexander', 'Richard T. Jones', ""Rae'Ven Larrymore Kelly"", 'Chi McBride', 'Penny Johnson Jerald', 'Phyllis Yvonne Stickney']",['Brian Gibson'],https://image.tmdb.org/t/p/w500/btC4819GhihmkCELqO3qgepNGos.jpg
464,478,Jimmy Hollywood (1994),Comedy,1994,110197,31643,Jimmy Hollywood,"Jimmy Alto is an actor wannabe who stumbles into the role of a lifetime. He becomes a vigilante crime-fighter, aided by his sidekick William, who has suffered a head wound and has problems with short-term memory. Jimmy's vigilante alter ego soon becomes a media wonder--but Jimmy remains a total unknown and his long-suffering girl friend Lorraine is getting fed up with the whole situation.",en,['Comedy'],"['Baltimore Pictures', 'Paramount Pictures']",[],"['Joe Pesci', 'Christian Slater', 'Victoria Abril', 'Jason Beghe', 'John Cothran', 'Robert LaSardo', 'Richard Kind', 'Marcus Giamatti', 'Barry Levinson', 'James Pickens Jr.']",['Barry Levinson'],https://image.tmdb.org/t/p/w500/o066KgKkw32T4ShvgYO7qHDzZt0.jpg
465,479,Judgment Night (1993),Action,1993,107286,6,Judgment Night,"Four young friends, while taking a shortcut en route to a local boxing match, witness a brutal murder which leaves them running for their lives.",en,"['Action', 'Crime', 'Thriller']","['Largo Entertainment', 'JVC', 'Universal Pictures']","['drug dealer', 'chicago, illinois', 'escape', 'one night', 'boxing']","['Emilio Estevez', 'Cuba Gooding Jr.', 'Denis Leary', 'Stephen Dorff', 'Jeremy Piven', 'Peter Greene', 'Michael DeLorenzo', 'Everlast', 'Michael Wiseman', 'Relioues Webb']",['Stephen Hopkins'],https://image.tmdb.org/t/p/w500/3rvvpS9YPM5HB2f4HYiNiJVtdam.jpg
466,480,Jurassic Park (1993),Action|Adventure|Sci-Fi,1993,107290,329,Jurassic Park,"A wealthy entrepreneur secretly creates a theme park featuring living dinosaurs drawn from prehistoric DNA. Before opening day, he invites a team of experts and his two eager grandchildren to experience the park and help calm anxious investors. However, the park is anything but amusing as the security systems go off-line and the dinosaurs escape.",en,"['Adventure', 'Science Fiction']","['Universal Pictures', 'Amblin Entertainment']","['exotic island', 'island', 'triceratops', 'brontosaurus', 'electric fence', 'dna', 'tyrannosaurus rex', 'paleontology', 'dinosaur', 'amusement park', 'theme park']","['Sam Neill', 'Laura Dern', 'Jeff Goldblum', 'Richard Attenborough', 'Bob Peck', 'Martin Ferrero', 'BD Wong', 'Joseph Mazzello', 'Ariana Richards', 'Samuel L. Jackson']",['Steven Spielberg'],https://image.tmdb.org/t/p/w500/maFjKnJ62hDQ9E66dKqDZgbUy0H.jpg
467,481,Kalifornia (1993),Drama|Thriller,1993,107302,10909,Kalifornia,"A journalist duo go on a tour of serial killer murder sites with two companions, unaware that one of them is a serial killer himself.",en,"['Thriller', 'Crime']","['Propaganda Films', 'Kouf/Bigelow Productions', 'Viacom Pictures', 'PolyGram Filmed Entertainment', 'PolyGram Video', 'Gramercy Pictures']","['journalist', 'california', 'trailer park', 'photographer', 'gas station', 'kidnapping', 'psychopath', 'journalism', 'motel', 'highway', 'road trip', 'murder', 'serial killer', 'mental illness', 'ex-con', 'hitchhiking', 'bar', 'abusive relationship']","['Brad Pitt', 'David Duchovny', 'Juliette Lewis', 'Michelle Forbes', 'Sierra Pecheur', 'John Dullaghan', 'Kathy Larson', 'David Milford', 'Judson Vaughn', 'John Zarchen']",['Dominic Sena'],https://image.tmdb.org/t/p/w500/aXyA3UvVaXBoX2zq9zH7NcK5rKT.jpg
468,482,Killing Zoe (1994),Thriller,1994,110265,507,Killing Zoe,"Zed is an American vault-cracker who travels to Paris to meet up with his old friend Eric. Eric and his gang have planned to raid the only bank in the city which is open on Bastille day. After offering his services, Zed soon finds himself trapped in a situation beyond his control when heroin abuse, poor planning and a call-girl named Zoe all conspire to turn the robbery into a very bloody siege.",en,"['Action', 'Crime', 'Drama', 'Thriller']","['PFG Entertainment', 'Davis Films', 'Live Entertainment']","['friendship', 'prostitute', 'robbery', 'drug abuse', 'paris, france', 'jazz', 'aids', 'kidnapping', 'hostage', 'bank', 'heroin', 'junkie', 'night life', 'vault', 'bank robber', 'murder', 'drugs', 'bank robbery', 'illegal prostitution', 'hoodlum']","['Eric Stoltz', 'Julie Delpy', 'Jean-Hugues Anglade', 'Tai Thai', 'Bruce Ramsay', 'Kario Salem', 'Salvator Xuereb', 'Gary Kemp', 'Martin Raymond', 'Eric Pascal Chaltiel']",['Roger Avary'],https://image.tmdb.org/t/p/w500/k3UEKMVnkljOlsO5sLmz87YGlaG.jpg
469,483,King of the Hill (1993),Drama,1993,107322,34024,King of the Hill,"Based on the Depression-era bildungsroman memoir of writer A. E. Hotchner, the film follows the story of a boy struggling to survive on his own in a hotel in St. Louis after his mother is committed to a sanatorium with tuberculosis. His father, a German immigrant and traveling salesman working for the Hamilton Watch Company, is off on long trips from which the boy cannot be certain he will return.",en,"['Drama', 'History']","['Gramercy Pictures', 'Wildwood Enterprises', 'Bona Fide Productions']","['hotel', 'great depression', 'canary', 'based on memoir or autobiography', 'bellhop \xa0', 'tuberculosis', 'traveling salesman', 'marbles', 'elevator operator', 'lock child', 'living alone', 'st. louis', 'against the odds', 'epileptic seizure', 'understanding', 'children home alone']","['Jesse Bradford', 'Jeroen Krabbé', 'Lisa Eichhorn', 'Karen Allen', 'Spalding Gray', 'Elizabeth McGovern', 'Cameron Boyd', 'Adrien Brody', 'Joe Chrest', 'John McConnell']",['Steven Soderbergh'],https://image.tmdb.org/t/p/w500/vmV21mWwclW2A3lmlBejn8TyIu2.jpg
470,484,Lassie (1994),Adventure|Children's,1994,110305,29918,Lassie,"On their way to start a new life at a sheep farm in rural Virginia, the Turner family are halted by a wreck on the highway that has claimed the life of a truck driver. Spotting the trucker's now-abandoned collie on the side of the road, they take pity on the dog and adopt her. As the city family copes with the change to rural life, including a feud with a neighboring farm family who resent the city interlopers, the ever-loyal Lassie helps them adjust to their new surroundings.",en,"['Family', 'Adventure']","['Paramount Pictures', 'Broadway Pictures']","['dog', 'boy and dog', 'lassie']","['Tom Guiry', 'Helen Slater', 'Jon Tenney', 'Brittany Boyd', 'Frederic Forrest', 'Richard Farnsworth', 'Michelle Williams', 'Joe Inscoe', 'Yvonne Erickson', 'Clayton Barclay Jones']",['Daniel Petrie'],https://image.tmdb.org/t/p/w500/5Tz2rzFivQKmMBz5T8Cj7M7CdnI.jpg
471,485,Last Action Hero (1993),Action|Comedy,1993,107362,9593,Last Action Hero,"After his father's death, a young boy finds solace in action movies featuring an indestructible cop. Given a magic ticket by a theater manager, he is transported into the film and teams up with the cop to stop a villain who escapes into the real world.",en,"['Adventure', 'Fantasy', 'Action', 'Comedy', 'Family']","['Oak Productions', 'Columbia Pictures']","['hero', 'magic', 'villain', 'child in peril', 'film in film', 'breaking the fourth wall', 'spoof', 'magical object', 'cartoon cat', 'ticket', 'self-referential', 'projectionist', ""child's point of view"", 'action hero', 'good versus evil']","['Arnold Schwarzenegger', ""Austin O'Brien"", 'Bridgette Wilson-Sampras', 'F. Murray Abraham', 'Art Carney', 'Charles Dance', 'Frank McRae', 'Tom Noonan', 'Robert Prosky', 'Anthony Quinn']",['John McTiernan'],https://image.tmdb.org/t/p/w500/vkhEaWAv5j3qgrOGp3BgMeiYPKj.jpg
472,486,Life with Mikey (1993),Comedy,1993,107413,42580,Life with Mikey,"Michael Chapman, a former child TV star, runs a struggling talent agency specilizing in child acts. When a young girl off the street puts on a real performance after he catches her picking his pocket, he may have just found the next big thing.",en,"['Comedy', 'Family']",['Touchstone Pictures'],"['new york city', 'casting agent', 'tv commercial', 'child star', 'precocious child', 'talent agent', 'christmas']","['Michael J. Fox', 'Christina Vidal Mitchell', 'Nathan Lane', 'Victor Garber', 'David Krumholtz', 'Cyndi Lauper', 'David Huddleston', 'Frances Chaney', 'Kathryn Grody', 'Mary Alice']",['James Lapine'],https://image.tmdb.org/t/p/w500/dKsvF5t5xsm17HG3GJzQQGJpJzP.jpg
473,487,Lightning Jack (1994),Comedy|Western,1994,110353,22317,Lightning Jack,"Lightning Jack Kane is an Australian outlaw in the wild west. During a bungled bank robbery he picks up mute Ben Doyle as a hostage. The two become good friends, with Jack teaching Ben how to rob banks, while they plan Jack's last heist.",en,"['Comedy', 'Western']","['Village Roadshow Pictures', 'Lightning Ridge']","['lightning', 'jack']","['Paul Hogan', ""Beverly D'Angelo"", 'Cuba Gooding Jr.', 'Pat Hingle', 'Richard Riehle', 'Frank McRae', 'Roger Daltrey', 'L.Q. Jones', 'Roy Brocksmith', 'Kamala Lopez']",['Simon Wincer'],https://image.tmdb.org/t/p/w500/4YoRERjKWO2442ezcvgEjAZuxWP.jpg
474,488,M. Butterfly (1993),Drama,1993,107468,1413,M. Butterfly,"In 1960s China, French diplomat Rene Gallimard falls in love with an opera singer, Song Liling – but Song is not at all who Gallimard thinks.",en,"['Romance', 'Drama', 'History']",['Geffen Pictures'],"['china', 'opera singer', '1960s']","['Jeremy Irons', 'John Lone', 'Barbara Sukowa', 'Annabel Leventon', 'Shizuko Hoshi', 'Ian Richardson', 'Richard McMillan', 'Vernon Dobtcheff', 'David Hemblen', 'Damir Andrei']",['David Cronenberg'],https://image.tmdb.org/t/p/w500/vfutnJ9sgpAtNuPemksd26gd5dC.jpg
